PMID	Citations	YearPubmed	Journal	Title	Abstract
23657480	70	2013	Nat Rev Genet	Exploring the three-dimensional organization of genomes: interpreting chromatin interaction data.	How DNA is organized in three dimensions inside the cell nucleus and how this affects the ways in which cells access, read and interpret genetic information are among the longest standing questions in cell biology. Using newly developed molecular, genomic and computational approaches based on the chromosome conformation capture technology (such as 3C, 4C, 5C and Hi-C), the spatial organization of genomes is being explored at unprecedented resolution. Interpreting the increasingly large chromatin interaction data sets is now posing novel challenges. Here we describe several types of statistical and computational approaches that have recently been developed to analyse chromatin interaction data.
24200812	44	2013	Science	Organization of the mitotic chromosome.	Mitotic chromosomes are among the most recognizable structures in the cell, yet for over a century their internal organization remains largely unsolved. We applied chromosome conformation capture methods, 5C and Hi-C, across the cell cycle and revealed two distinct three-dimensional folding states of the human genome. We show that the highly compartmentalized and cell type-specific organization described previously for nonsynchronous cells is restricted to interphase. In metaphase, we identified a homogenous folding state that is locus-independent, common to all chromosomes, and consistent among cell types, suggesting a general principle of metaphase chromosome organization. Using polymer simulations, we found that metaphase Hi-C data are inconsistent with classic hierarchical models and are instead best described by a linearly organized longitudinally compressed array of consecutive chromatin loops.
23411633	17	2013	Nat Protoc	Multiplexed chromosome conformation capture sequencing for rapid genome-scale high-resolution detection of long-range chromatin interactions.	Chromosome conformation capture (3C) technology is a powerful and increasingly popular tool for analyzing the spatial organization of genomes. Several 3C variants have been developed (e.g., 4C, 5C, ChIA-PET, Hi-C), allowing large-scale mapping of long-range genomic interactions. Here we describe multiplexed 3C sequencing (3C-seq), a 4C variant coupled to next-generation sequencing, allowing genome-scale detection of long-range interactions with candidate regions. Compared with several other available techniques, 3C-seq offers a superior resolution (typically single restriction fragment resolution; approximately 1-8 kb on average) and can be applied in a semi-high-throughput fashion. It allows the assessment of long-range interactions of up to 192 genes or regions of interest in parallel by multiplexing library sequencing. This renders multiplexed 3C-seq an inexpensive, quick (total hands-on time of 2 weeks) and efficient method that is ideal for the in-depth analysis of complex genetic loci. The preparation of multiplexed 3C-seq libraries can be performed by any investigator with basic skills in molecular biology techniques. Data analysis requires basic expertise in bioinformatics and in Linux and Python environments. The protocol describes all materials, critical steps and bioinformatics tools required for successful application of 3C-seq technology.
24183790	10	2013	Biol Psychiatry	Methamphetamine-associated memory is regulated by a writer and an eraser of permissive histone methylation.	BACKGROUND: Memories associated with drugs of abuse, such as methamphetamine (METH), increase relapse vulnerability to substance use disorder by triggering craving. The nucleus accumbens (NAc) is essential to these drug-associated memories, but underlying mechanisms are poorly understood. Posttranslational chromatin modifications, such as histone methylation, modulate gene transcription; thus, we investigated the role of the associated epigenetic modifiers in METH-associated memory.METHODS: Conditioned place preference was used to assess the epigenetic landscape in the NAc supporting METH-associated memory (n = 79). The impact of histone methylation (H3K4me2/3) on the formation and expression of METH-associated memory was determined by focal, intra-NAc knockdown (KD) of a writer, the methyltransferase mixed-lineage leukemia 1 (Mll1) (n = 26), and an eraser, the histone lysine (K)-specific demethylase 5C (Kdm5c) (n = 38), of H3K4me2/3.RESULTS: A survey of chromatin modifications in the NAc of animals forming a METH-associated memory revealed the global induction of several modifications associated with active transcription. This correlated with a pattern of gene activation, as revealed by microarray analysis, including upregulation of oxytocin receptor (Oxtr) and FBJ osteosarcoma oncogene (Fos), the promoters of which also had increased H3K4me3. KD of Mll1 reduced H3K4me3, Fos and Oxtr levels and disrupted METH-associated memory. KD of Kdm5c resulted in hypermethylation of H3K4 and prevented the expression of METH-associated memory.CONCLUSIONS: The development and expression of METH-associated memory are supported by regulation of H3K4me2/3 levels by MLL1 and KDM5C, respectively, in the NAc. These data indicate that permissive histone methylation, and the associated epigenetic writers and erasers, represent potential targets for the treatment of substance abuse relapse, a psychiatric condition perpetuated by unwanted associative memories.
24014450	3	2013	Wiley Interdiscip Rev Dev Biol	Chromatin looping and organization at developmentally regulated gene loci.	Developmentally regulated genes are often controlled by distant enhancers, silencers and insulators, to implement their correct transcriptional programs. In recent years, the development of 3C and derived techniques (4C, 5C, HiC, ChIA-PET, etc.) has confirmed that chromatin looping is an important mechanism for the transfer of regulatory information in mammalian cells. At many developmentally regulated gene loci, transcriptional activation is indeed accompanied by the formation of chromatin loops between genes and distant enhancers. Similarly, dynamic looping between insulator elements and changes in local 3D organization may be observed upon variation in transcriptional activity. Chromatin looping also occurs at silent gene loci, where its function remains less understood. In lineage-committed cells, partial 3D configurations are detected at loci that are activated at later stages. However, these partial configurations usually lack promoter-enhancer loops that accompany transcriptional activation, suggesting they have structural functions. Definitive evidence for a repressive role of chromatin looping is still lacking. Chromatin loops have been reported at repressed loci but, alternatively, they may act as a distraction for active loops. Together, these mechanisms allow fine-tuning of regulatory programs, thus providing further diversity in the transcriptional control of developmentally regulated gene loci.
23959525	1	2013	Theor Appl Genet	Linkage mapping and identification of QTL affecting deoxynivalenol (DON) content (Fusarium resistance) in oats (Avena sativa L.).	Mycotoxins caused by Fusarium spp. is a major concern on food and feed safety in oats, although Fusarium head blight (FHB) is often less apparent than in other small grain cereals. Breeding resistant cultivars is an economic and environment-friendly way to reduce toxin content, either by the identification of resistance QTL or phenotypic evaluation. Both are little explored in oats. A recombinant-inbred line population, Hurdal × Z595-7 (HZ595, with 184 lines), was used for QTL mapping and was phenotyped for 3 years. Spawn inoculation was applied and deoxynivalenol (DON) content, FHB severity, days to heading and maturity (DH and DM), and plant height (PH) were measured. The population was genotyped with DArTs, AFLPs, SSRs and selected SNPs, and a linkage map of 1,132 cM was constructed, covering all 21 oat chromosomes. A QTL for DON on chromosome 17A/7C, tentatively designated as Qdon.umb-17A/7C, was detected in all experiments using composite interval mapping, with phenotypic effects of 12.2–26.6 %. In addition, QTL for DON were also found on chromosomes 5C, 9D, 13A, 14D and unknown_3, while a QTL for FHB was found on 11A. Several of the DON/FHB QTL coincided with those for DH, DM and/or PH. A half-sib population of HZ595, Hurdal × Z615-4 (HZ615, with 91 lines), was phenotyped in 2011 for validation of QTL found in HZ595, and Qdon.umb-17A/7C was again localized with a phenotypic effect of 12.4 %. Three SNPs closely linked to Qdon.umb-17A/7C were identified in both populations, and one each for QTL on 5C, 11A and 13A were identified in HZ595. These SNPs, together with those yet to be identified, could be useful in marker-assisted selection to pyramiding resistance QTL.
23662421	0	2013	Genetika	[Organization of eukaryotic chromosomes: from Kol'tsov's studies up to present day].	N. K. Kol'tsov ideas and views on the organization of eukaryotic chromosomes, including the notion of a giant hereditary molecule (genoneme) and its structural functional organization, are considered. Different approaches to chromosome studies are discussed, ranging from the examination of a chromosome as a stained cell organelle and the visualization of individual chromosomes in a living cell to the identification of topological domains of human and murine chromosomes using 3C and 5C technologies. The prospects of studies of chromosome organization using up-to-date methods of cytology, molecular biology, and bioinformatics are discussed.
22955621	227	2012	Nature	The long-range interaction landscape of gene promoters.	The vast non-coding portion of the human genome is full of functional elements and disease-causing regulatory variants. The principles defining the relationships between these elements and distal target genes remain unknown. Promoters and distal elements can engage in looping interactions that have been implicated in gene regulation. Here we have applied chromosome conformation capture carbon copy (5C) to interrogate comprehensively interactions between transcription start sites (TSSs) and distal elements in 1% of the human genome representing the ENCODE pilot project regions. 5C maps were generated for GM12878, K562 and HeLa-S3 cells and results were integrated with data from the ENCODE consortium. In each cell line we discovered &gt;1,000 long-range interactions between promoters and distal sites that include elements resembling enhancers, promoters and CTCF-bound sites. We observed significant correlations between gene expression, promoter-enhancer interactions and the presence of enhancer RNAs. Long-range interactions show marked asymmetry with a bias for interactions with elements located ∼120 kilobases upstream of the TSS. Long-range interactions are often not blocked by sites bound by CTCF and cohesin, indicating that many of these sites do not demarcate physically insulated gene domains. Furthermore, only ∼7% of looping interactions are with the nearest gene, indicating that genomic proximity is not a simple predictor for long-range interactions. Finally, promoters and distal elements are engaged in multiple long-range interactions to form complex networks. Our results start to place genes and regulatory elements in three-dimensional context, revealing their functional relationships.
22495304	177	2012	Nature	Spatial partitioning of the regulatory landscape of the X-inactivation centre.	In eukaryotes transcriptional regulation often involves multiple long-range elements and is influenced by the genomic environment. A prime example of this concerns the mouse X-inactivation centre (Xic), which orchestrates the initiation of X-chromosome inactivation (XCI) by controlling the expression of the non-protein-coding Xist transcript. The extent of Xic sequences required for the proper regulation of Xist remains unknown. Here we use chromosome conformation capture carbon-copy (5C) and super-resolution microscopy to analyse the spatial organization of a 4.5-megabases (Mb) region including Xist. We discover a series of discrete 200-kilobase to 1 Mb topologically associating domains (TADs), present both before and after cell differentiation and on the active and inactive X. TADs align with, but do not rely on, several domain-wide features of the epigenome, such as H3K27me3 or H3K9me2 blocks and lamina-associated domains. TADs also align with coordinately regulated gene clusters. Disruption of a TAD boundary causes ectopic chromosomal contacts and long-range transcriptional misregulation. The Xist/Tsix sense/antisense unit illustrates how TADs enable the spatial segregation of oppositely regulated chromosomal neighbourhoods, with the respective promoters of Xist and Tsix lying in adjacent TADs, each containing their known positive regulators. We identify a novel distal regulatory region of Tsix within its TAD, which produces a long intervening RNA, Linx. In addition to uncovering a new principle of cis-regulatory architecture of mammalian chromosomes, our study sets the stage for the full genetic dissection of the X-inactivation centre.
22215806	106	2012	Genes Dev	A decade of 3C technologies: insights into nuclear organization.	Over the past 10 years, the development of chromosome conformation capture (3C) technology and the subsequent genomic variants thereof have enabled the analysis of nuclear organization at an unprecedented resolution and throughput. The technology relies on the original and, in hindsight, remarkably simple idea that digestion and religation of fixed chromatin in cells, followed by the quantification of ligation junctions, allows for the determination of DNA contact frequencies and insight into chromosome topology. Here we evaluate and compare the current 3C-based methods (including 4C [chromosome conformation capture-on-chip], 5C [chromosome conformation capture carbon copy], HiC, and ChIA-PET), summarize their contribution to our current understanding of genome structure, and discuss how shape influences genome function.
22353245	5	2012	Genet Res (Camb)	Extensive epistasis for olfactory behaviour, sleep and waking activity in Drosophila melanogaster.	Epistasis is an important feature of the genetic architecture of quantitative traits, but the dynamics of epistatic interactions in natural populations and the relationship between epistasis and pleiotropy remain poorly understood. Here, we studied the effects of epistatic modifiers that segregate in a wild-derived Drosophila melanogaster population on the mutational effects of P-element insertions in Semaphorin-5C (Sema-5c) and Calreticulin (Crc), pleiotropic genes that affect olfactory behaviour and startle behaviour and, in the case of Crc, sleep phenotypes. We introduced Canton-S B (CSB) third chromosomes with or without a P-element insertion at the Crc or Sema-5c locus in multiple wild-derived inbred lines of the Drosophila melanogaster Genetic Reference Panel (DGRP) and assessed the effects of epistasis on the olfactory response to benzaldehyde and, for Crc, also on sleep. In each case, we found substantial epistasis and significant variation in the magnitude of epistasis. The predominant direction of epistatic effects was to suppress the mutant phenotype. These observations support a previous study on startle behaviour using the same D. melanogaster chromosome substitution lines, which concluded that suppressing epistasis may buffer the effects of new mutations. However, epistatic effects are not correlated among the different phenotypes. Thus, suppressing epistasis appears to be a pervasive general feature of natural populations to protect against the effects of new mutations, but different epistatic interactions modulate different phenotypes affected by mutations at the same pleiotropic gene.
23137922	3	2012	Methods	From cells to chromatin: capturing snapshots of genome organization with 5C technology.	In eukaryotes, genome organization can be observed on many levels and at different scales. This organization is important not only to reduce chromosome length but also for the proper execution of various biological processes. High-resolution mapping of spatial chromatin structure was made possible by the development of the chromosome conformation capture (3C) technique. 3C uses chemical cross-linking followed by proximity-based ligation of fragmented DNA to capture frequently interacting chromatin segments in cell populations. Several 3C-related methods capable of higher chromosome conformation mapping throughput were reported afterwards. These techniques include the 3C-carbon copy (5C) approach, which offers the advantage of being highly quantitative and reproducible. We provide here an updated reference protocol for the production of 5C libraries analyzed by next-generation sequencing or onto microarrays. A procedure used to verify that 3C library templates bear the high quality required to produce superior 5C libraries is also described. We believe that this detailed protocol will help guide researchers in probing spatial genome organization and its role in various biological processes.
22929767	3	2012	Methods Enzymol	A Torrent of data: mapping chromatin organization using 5C and high-throughput sequencing.	The study of three-dimensional genome organization is an exciting research area, which has benefited from the rapid development of high-resolution molecular mapping techniques over the past decade. These methods are derived from the chromosome conformation capture (3C) technique and are each aimed at improving some aspect of 3C. All 3C technologies use formaldehyde fixation and proximity-based ligation to capture chromatin contacts in cell populations and consider in vivo spatial proximity more or less inversely proportional to the frequency of measured interactions. The 3C-carbon copy (5C) method is among the most quantitative of these approaches. 5C is extremely robust and can be used to study chromatin organization at various scales. Here, we present a modified 5C analysis protocol adapted for sequencing with an Ion Torrent Personal Genome Machine™ (PGM™). We explain how Torrent 5C libraries are produced and sequenced. We also describe the statistical and computational methods we developed to normalize and analyze raw Torrent 5C sequence data. The Torrent 5C protocol should facilitate the study of in vivo chromatin architecture at high resolution because it benefits from high accuracy, greater speed, low running costs, and the flexibility of in-house next-generation sequencing.
22326837	3	2012	Eur J Med Genet	A novel c.2T &gt; C mutation of the KDM5C/JARID1C gene in one large family with X-linked intellectual disability.	Mutations in the KDM5C gene (lysine (K)-specific demethylase 5C gene; also known as JARID1C and SMCX; MIM 314690) were recently associated with X-linked intellectual disability (XLID). To date only two case reports and five studies that screen for mutations in the KDM5C gene have been published, with 21 mutations reported. Herein we present a large family with XLID caused by a novel mutation c.2T &gt; C in the start codon of the KDM5C gene, presumably leading to loss of gene translation. Six sibs out of seven (two sons and four sisters) and their mother carry this mutation. Two affected males presented the distinctive clinical phenotype, characterized by moderate short stature, clumsy gait, ataxia, increased muscle tone and brisk tendon reflexes. They constantly bore a happy and smiling facial expression, with a protruding tongue. We hereby offer the first thorough description of five affected females with the KDM5C gene mutation. Most frequent clinical features were short stature, facial dysmorphism and developmental problems. X-chromosome inactivation study showed completely skewed inactivation pattern of mutation-carrying chromosome in all affected female patients.
22776362	0	2012	Methods	Chromosome conformation capture assays in bacteria.	Bacterial chromosomes must be compacted by three-orders of magnitude to fit within the cell. While such compaction could in theory yield disordered structures, it is becoming increasingly clear that bacterial chromosomes are in fact arranged in regular and reproducible fashions and that their configurations are tightly connected to fundamental processes such as chromosome segregation. Nonetheless, due to throughput and resolution limitations associated with traditional assays, many question regarding bacterial chromosome structure and its relation to genome function remain. Here, I review the related technologies, chromosome conformation capture (3C) and chromosome conformation capture carbon copy (5C), which my collaborators and I recently introduced as tools to probe the high-resolution folding of entire bacterial genomes. These technologies utilize covalent cross-linking and proximity ligation to facilitate the measurement of the spatial positioning of hundreds of genomic loci, thereby opening the door to high-throughput studies of bacterial chromosome structure. Hence, 3C and 5C represent powerful new tools for assaying the three-dimensional architecture of bacterial genomes.
22017872	54	2011	Mol Cell	The three-dimensional architecture of a bacterial genome and its alteration by genetic perturbation.	We have determined the three-dimensional (3D) architecture of the Caulobacter crescentus genome by combining genome-wide chromatin interaction detection, live-cell imaging, and computational modeling. Using chromosome conformation capture carbon copy (5C), we derive ~13 kb resolution 3D models of the Caulobacter genome. The resulting models illustrate that the genome is ellipsoidal with periodically arranged arms. The parS sites, a pair of short contiguous sequence elements known to be involved in chromosome segregation, are positioned at one pole, where they anchor the chromosome to the cell and contribute to the formation of a compact chromatin conformation. Repositioning these elements resulted in rotations of the chromosome that changed the subcellular positions of most genes. Such rotations did not lead to large-scale changes in gene expression, indicating that genome folding does not strongly affect gene regulation. Collectively, our data suggest that genome folding is globally dictated by the parS sites and chromosome segregation.
22026390	19	2011	BMC Bioinformatics	Three-dimensional modeling of chromatin structure from interaction frequency data using Markov chain Monte Carlo sampling.	BACKGROUND: Long-range interactions between regulatory DNA elements such as enhancers, insulators and promoters play an important role in regulating transcription. As chromatin contacts have been found throughout the human genome and in different cell types, spatial transcriptional control is now viewed as a general mechanism of gene expression regulation. Chromosome Conformation Capture Carbon Copy (5C) and its variant Hi-C are techniques used to measure the interaction frequency (IF) between specific regions of the genome. Our goal is to use the IF data generated by these experiments to computationally model and analyze three-dimensional chromatin organization.RESULTS: We formulate a probabilistic model linking 5C/Hi-C data to physical distances and describe a Markov chain Monte Carlo (MCMC) approach called MCMC5C to generate a representative sample from the posterior distribution over structures from IF data. Structures produced from parallel MCMC runs on the same dataset demonstrate that our MCMC method mixes quickly and is able to sample from the posterior distribution of structures and find subclasses of structures. Structural properties (base looping, condensation, and local density) were defined and their distribution measured across the ensembles of structures generated. We applied these methods to a biological model of human myelomonocyte cellular differentiation and identified distinct chromatin conformation signatures (CCSs) corresponding to each of the cellular states. We also demonstrate the ability of our method to run on Hi-C data and produce a model of human chromosome 14 at 1Mb resolution that is consistent with previously observed structural properties as measured by 3D-FISH.CONCLUSIONS: We believe that tools like MCMC5C are essential for the reliable analysis of data from the 3C-derived techniques such as 5C and Hi-C. By integrating complex, high-dimensional and noisy datasets into an easy to interpret ensemble of three-dimensional conformations, MCMC5C allows researchers to reliably interpret the result of their assay and contrast conformations under different conditions.AVAILABILITY: http://Dostielab.biochem.mcgill.ca.
22199269	12	2011	Anticancer Res	Histone-modifier gene expression profiles are associated with pathological and clinical outcomes in human breast cancer.	BACKGROUND: Epigenetic regulation of gene expression is under normal circumstances tightly controlled by the specific methylation of cytosine residues in CpG dinucleotides and coordinated by adjustments in the histone-dependent configuration of chromatin. Following our original report, providing the first description of potential tumor suppressor function associated with the histone methyltransferase SET domain containing 2 (SETD2) in breast cancer, the objective of this study was to determine the expression profiles of 16 further histone-modifier genes in a well annotated cohort of patients with primary operable breast cancer.MATERIALS AND METHODS: Breast cancer tissues (n=127) and normal tissues (n=33) underwent RNA extraction and reverse transcription, and histone-modifier gene transcript levels were determined using real-time quantitative PCR. The histone-modifier genes included: histone acetyltransferases (cAMP response element-binding protein-binding protein (CREBBP)); class I (histone deacetylase 1 (HDAC1) and histone deacetylase 2 (HDAC2)), II (histone deacetylase 5 (HDAC5)) and III (sirtuin 1 (SIRT1)) histone deacetylases; and histone methyltransferases (SET domain containing suppressor of variegation 3-9 homolog 1 (SUV39H1) and suppressor of variegation 3-9 homolog 2 (SUV39H2)) amongst others. Expression levels were analysed against tumor size, grade, nodal involvement, histological subtype, receptor status, TNM stage, Nottingham Prognostic Index, and disease-free and overall survival over a 10-year follow-up period.RESULTS: Expression of histone-modifier genes in breast cancer differed significantly from those in normal tissue (HDAC5, HDAC1, lysine (K)-specific demethylase 4A (KDM4A) and lysine (K)-specific demethylase 6A (KDM6A)). Differences in expression profiles were also found to exist between individual breast tumors and, in some cases, were significantly associated with conventional pathological parameters and prognostic indices: tumor grade (K (lysine) acetyltransferase 5 (KAT5), HDAC1, KDM4A, SUV39H1 and KDM6A)); TNM stage (SUV39H1, K (lysine) acetyltransferase 2B (KAT2B), lysine (K)-specific demethylase 1A (KDM1A), KDM4A, lysine (K)-specific demethylase 5C (KDM5C), K (lysine) acetyltransferase 8 (KAT8), HDAC5 and KAT5)); Nottingham Prognostic Index (KDM5C, myeloid/lymphoid or mixed-lineage leukemia (MLL), KAT8 and SET and MYND domain containing 3 (SMYD3)); receptor status (KAT5, SMYD3 and KDM1A); histological type (KAT5, KDM5C, KAT8, KDM4A and MLL); disease-free survival (SUV39H1, SMYD3, HDAC5, KDM6A, HDAC1, KDM1A, KDM4A, KAT8, KDM5C, KAT5 and MLL) and overall survival (KAT8). Significant correlations were identified between the differential expression profiles of particular histone-modifying genes.CONCLUSION: Expression levels of histone-modifier genes in breast cancer differ significantly from normal tissue. Differences in expression profiles exist between breast tumors and are significantly associated with conventional pathological parameters and clinical outcomes. Further study is warranted to determine the consequences of altered expression for each specific histone-modifier gene and the biological and clinical implications of combinatorial variations in expression profiles. Histone-modifier enzymes offer utility as biomarkers and potential for targeted therapeutic strategies.
