"PMID";"Method";"Search_Term";"Journal";"Citations";"YearPubmed";"Title";"Abstract"
"18372323";"MCIp";"MCIp";"Endocrinology";25;2008;"Estrogen inhibits cardiac hypertrophy: role of estrogen receptor-beta to inhibit calcineurin.";"Estrogen has been reported to prevent development of cardiac hypertrophy in female rodent models and in humans. However, the mechanisms of sex steroid action are incompletely understood. We determined the cellular effects by which 17beta-estradiol (E2) inhibits angiotensin II (AngII)-induced cardiac hypertrophy in vivo. Two weeks of angiotensin infusion in female mice resulted in marked hypertrophy of the left ventricle, exacerbated by the loss of ovarian steroid hormones from oophorectomy. Hypertrophy was 51% reversed by the administration of E2 (insertion of 0.1 mg/21-d-release tablets). The effects of E2 were mainly mediated by the estrogen receptor (ER) beta-isoform, because E2 had little effect in ERbeta-null mice but comparably inhibited AngII-induced hypertrophy in wild-type or ERalpha-null mice. AngII induced a switch of myosin heavy chain production from alpha to beta, but this was inhibited by E2 via ERbeta. AngII-induced ERK activation was also inhibited by E2 through the beta-receptor. E2 stimulated brain natriuretic peptide protein expression and substantially prevented ventricular interstitial cardiac fibrosis (collagen deposition) as induced by AngII. Importantly, E2 inhibited calcineurin activity that was stimulated by AngII, related to E2 stimulating the modulatory calcineurin-interacting protein (MCIP) 1 gene and protein expression. E2 acting mainly through ERbeta mitigates the important signaling by AngII that produces cardiac hypertrophy and fibrosis in female mice."
"18218979";"MCIp";"MCIp";"Genome Res";18;2008;"Genome-wide, high-resolution DNA methylation profiling using bisulfite-mediated cytosine conversion.";"Methylation of cytosines ((m)C) is essential for epigenetic gene regulation in plants and mammals. Aberrant (m)C patterns are associated with heritable developmental abnormalities in plants and with cancer in mammals. We have developed a genome-wide DNA methylation profiling technology employing a novel amplification step for DNA subjected to bisulfite-mediated cytosine conversion. The methylation patterns detected are not only consistent with previous results obtained with (m)C immunoprecipitation (mCIP) techniques, but also demonstrated improved resolution and sensitivity. The technology, named BiMP (for Bisulfite Methylation Profiling), is more cost-effective than mCIP and requires as little as 100 ng of Arabidopsis DNA."
"18575781";"MCIp";"MCIp";"Int J Mol Med";5;2008;"Oxidative stress-induced ubiquitination of RCAN1 mediated by SCFbeta-TrCP ubiquitin ligase.";"A change in the protein level of RCAN1 (DSCR1/MCIP/Adapt78/CSP1) has been implicated in oxidative stress-induced cell death in neurons and in the pathogenesis of Alzheimer's disease. The pathogenic processes in neurodegenerative diseases are closely related to oxidative stress and the ubiquitin proteasome system (UPS). Therefore, we investigated whether oxidative stress induces a change in the protein level of RCAN1 through the UPS. H2O2 induced ubiquitination of RCAN1 at the same concentrations as those causing a decrease in RCAN1 in HEK293T cells. beta-TrCP, the F-box protein component of SCF ubiquitin ligase, interacted with RCAN1 in response to H2O2 stimulation. Although FBW4, another F-box protein, interacted with RCAN1, its interaction was independent of H2O2 stimulation. In vitro ubiquitination assay showed that SCFbeta-TrCP but not SCFFBW4 increased ubiquitination of RCAN1, dependent on H2O2 stimulation. In addition, knockdown of beta-TrCP by siRNA abolished the H2O2-induced decrease in RCAN1 in HEK293T cells. We further examined whether RCAN1 undergoes ubiquitination by H2O2 in primary neurons, similarly to that in HEK293T cells. An H2O2-induced decrease in RCAN1 was exhibited also in hippocampal and cortical neurons. Ubiquitination of RCAN1 was induced by 500 muM H2O2, the concentration at which H2O2 induced a decrease in RCAN1 in primary neurons. These results suggest that H2O2 induces SCF beta-TrCP-mediated ubiquitination of RCAN1, leading to a decrease in the protein level of RCAN1."
"18547505";"MCIp";"MCIp";"J Soc Biol";0;2008;"[Thyroid hormones and muscle phenotype: involvement of new signaling pathways].";"Thyroid hormones (TH) are known to control development, body and muscle growth, as well as to determine muscle phenotype in the adult. TH affect muscle properties through nuclear receptors; they act either by a positive or a negative control on target genes that encode proteins accounting for contractile or metabolic phenotypes. Contractile activity and muscle load also affect muscle phenotype; several intracellular signaling pathways are involved in the transduction of signals related to contractile activity, including the calcineurin/NFAT pathway. Calcineurin activity is negatively controlled by MCIP-1 protein (modulatory calcineurin-interacting protein-1). We recently performed an experiment aimed at examining the specific and combined effects of the pharmacological calcineurin inhibition (using cyclosporin-A CsA administration) and thyroid hormone deficiency. The expected effects of CsA administration were only observed if TH were available, while thyroid deficiency totally blunted the muscle responses to calcineurin inhibition. In conditions of thyroid hormone deficiency, there was no response to the pharmacological inhibition of calcineurin, usually known to induce a slow-to-fast IIA transition associated with an enhancement of mitochondrial biogenesis in normothyroid rats. Moreover, thyroid deficiency markedly decreased the expression of MCIP-1 and MCIP-2 mRNA and proteins, two endogenous calcineurin inhibitors; such results clearly suggest that thyroid hormone and calcineurin pathways are interconnected."
"17582736";"MCIp";"MCIp";"Genomics";33;2007;"Global, comparative analysis of tissue-specific promoter CpG methylation.";"Understanding cell-type-specific epigenetic codes on a global level is a major challenge after the sequencing of the human genome has been completed. Here we applied methyl-CpG immunoprecipitation (MCIp) to obtain comparative methylation profiles of coding and noncoding genes in three human tissues, testis, brain, and monocytes. Forty-four mainly testis-specific promoters were independently validated using bisulfite sequencing or single-gene MCIp, confirming the results obtained by the MCIp microarray approach. We demonstrate the previously unknown somatic hypermethylation at many CpG-rich, testis-specific gene promoters, in particular in ampliconic areas of the Y chromosome. We also identify a number of miRNA genes showing tissue-specific methylation patterns. The comparison of the obtained tissue methylation profiles with corresponding gene expression data indicates a significant association between tissue-specific promoter methylation and gene expression, not only in CpG-rich promoters. In summary, our study highlights the exceptional epigenetic status of germ-line cells in testis and provides a global insight into tissue-specific DNA methylation patterns."
"17965285";"MCIp";"MCIp";"Am J Physiol Heart Circ Physiol";9;2007;"A simple device to apply equibiaxial strain to cells cultured on flexible membranes.";"The biomechanical environment to which cells are exposed is important to their normal growth, development, interaction, and function. Accordingly, there has been much interest in studying the role of biomechanical forces in cell biology and pathophysiology. This has led to the introduction and even commercialization of many experimental devices. Many of the early devices were limited by the heterogeneity of deformation of cells cultivated in different locations of the culture plate membranes and were also attached with complicated technical/electronic efforts resulting in a restriction of the reproducibility of these devices. The objective of this study was to design and build a simple device to allow the application of dose-dependent homogeneous equibiaxial static stretch to cells cultured on flexible silicone membranes to investigate biological and biomedical questions. In addition, cultured neonatal rat atrial cardiomyocytes were stretched with the proposed device with different strain gradients. For the first time with this study we could demonstrate that stretch up to 21% caused dose-dependent changes in biological markers such as the calcineurin activity, modulatory calcineurin-interacting protein-1, voltage-gated potassium channel isoform 4.2, and voltage-gated K(+) channel-interacting proteins-2 gene expression and transient outward potassium current densities but not the protein-to-DNA ratio and atrial natriuretic peptide mRNA. With both markers mentioned last, dose-dependent stretch alterations could only be achieved with stretch up to 13%. The simple and low-cost device presented here might be applied to a wide range of experimental settings in different fields of research."
"17531395";"MCIp";"MCIp";"Neuroscience";5;2007;"Decreased heat tolerance is associated with hypothalamo-pituitary-adrenocortical axis impairment.";"When rats are exposed to heat, they adapt themselves to the stressor with a wide inter-individual variability. Such differences in heat tolerance may be related to particularities in the hypothalamo-pituitary-adrenocortical (HPA) axis activation. To further this hypothesis, 80 rats instrumented with a telemetric device for abdominal temperature (Tabd) measurement were separated into two groups. Sixty-eight rats were exposed during 90 min at an ambient temperature of 40 degrees C, and 12 rats to an ambient temperature of 22 degrees C. Heat-exposed rats were then divided into three groups using the a posteriori k-means clustering method according to their Tabd level at the end of heat exposure. Heat tolerant rats (Tol, n=30) exhibiting the lowest Tabd showed a slight dehydration, a moderate triglyceride mobilization, but the highest plasma adrenocorticotropic-hormone (ACTH) and corticosterone levels. Conversely, heat exhausted rats (HE, n=14) presented the highest Tabd, a higher degree of dehydration, a greater metabolic imbalance with the lowest plasma triglyceride level and the highest lactate concentration, as well as a lowest plasma corticosterone and ACTH levels. The fact that the proopiomelanocortin (POMC) mRNA content within the pituitary was low despite of a high c-fos mRNA level is also relevant. Current inflammatory processes in HE rats were underlined by lower inhibitory factor kappaBalpha (IkappaBalpha) mRNA and higher tumor necrosis factor-alpha (TNF-alpha) and interleukin-1beta (IL-1beta) mRNA. In conclusion, data show that intolerance to heat exposure is associated to an HPA axis impairment, possibly related to changes occurring in the IkappaBalpha and TNF-alpha mRNA levels."
"17638011";"MCIp";"MCIp";"Pflugers Arch";3;2007;"Mitochondrial and energetic cardiac phenotype in hypothyroid rat. Relevance to heart failure.";"Changes in thyroid status are associated with profound alterations in biochemical and physiological functioning of cardiac muscle, although its impact on cardiac energy metabolism is still debated. Similarities between the changes in cardiac gene expression in pathological hypertrophy leading to heart failure and hypothyroidism prompted scientists to suggest a role for thyroid hormone status in the development of metabolic and functional alterations in this disease. We thus investigated the effects of hypothyroidism on cardiac energy metabolism. Hypothyroid state (HYPO) was induced by thyroidectomy and propyl-thio-uracyl in male rats for 3 weeks. We examined the effects of hypothyroid state on oxidative capacity and mitochondrial substrate utilization by measuring oxygen consumption of saponin permeabilized cardiac fibers, mitochondrial biogenesis by reverse transcription polymerase chain reaction and energy metabolism, and energy transfer enzymes by spectrophotometry. The results show that maximal oxidative capacity of the myocardium was decreased from 24.9 +/- 0.9 in control (CT) to 19.3 +/- 0.7 micromol O(2) min(-1) g dry weight(-1) in HYPO. However, protein content and messenger RNA (mRNA) of PGC-1alpha and mRNA of its transcription cascade that is thought to control mitochondrial content in normal myocardium and heart failure, were unchanged in HYPO. Mitochondrial utilization of glycerol-3P (-70%), malate (-45%), and octanoate (-24%) but not pyruvate was decreased in HYPO. Moreover, the creatine kinase system and energy transfer were hardly affected in HYPO. Besides, hypothyroidism decreased the activation of other signaling pathways like p38 mitogen-activated protein kinases, AMP-activated protein kinase, and calcineurin. These results show that cellular hypothyroidism can hardly account for the specific energetic alterations of heart failure."
"17971515";"MCIp";"MCIp";"Am J Physiol Endocrinol Metab";1;2007;"Thyroid hormone is required for the phenotype transitions induced by the pharmacological inhibition of calcineurin in adult soleus muscle of rats.";"The present experiment was designed to examine the effects of hypothyroidism and calcineurin inhibition induced by cyclosporin A (CsA) administration on both contractile and metabolic soleus muscle phenotypes, with a novel approach to the signaling pathway controlling mitochondrial biogenesis. Twenty-eight rats were randomly assigned to four groups, normothyroid, hypothyroid, and orally treated with either CsA (25 mg/kg, N-CsA and H-CsA) or vehicle (N-Vh and H-Vh), for 3 wk. Muscle phenotype was estimated by the MHC profile and activities of oxidative and glycolytic enzymes. We measured mRNA levels of the peroxisome proliferator-activated receptor-gamma coactivator-1 alpha (PGC-1 alpha), the major regulator of mitochondrial content. We also studied the expression of the catalytic A-subunit of calcineurin (CnA) both at protein and transcript levels and mRNA levels of modulatory calcineurin inhibitor proteins (MCIP)-1 and -2, which are differentially regulated by calcineurin activity and thyroid hormone, respectively. CsA-administration induced a slow-to-fast MHC transition limited to the type IIA isoform, which is associated with increased oxidative capacities. Hypothyroidism strongly decreased both the expression of fast MHC isoforms and oxidative capacities. Effects of CsA administration on muscle phenotype were blocked in conditions of thyroid hormone deficiency. Changes in the oxidative profile were strongly related to PGC-1 alpha changes and associated with phosphorylation of p38 MAPK. Calcineurin and MCIPs mRNA levels were decreased by both hypothyroidism and CsA without additive effects. Taken together, these results suggest that adult muscle phenotype is primarily under the control of thyroid state. Physiological levels of thyroid hormone are required for the effects of calcineurin inhibition on slow oxidative muscle phenotype."
"17716841";"MCIp";"MCIp";"Int J Pharm";0;2007;"Imprinted polymers as drug delivery vehicles for metal-based anti-inflammatory drug.";"A drug delivery system based on metal-chelate imprinting is described for the first time for a metal-based drug, copper salicylate. Metal-chelate embedded polymer (MCEP) material was prepared by adding 2 equiv. of 4-vinyl pyridine, 8 equiv. of 2-hydroxyethyl methacrylate, 32 equiv. of ethyleneglycoldimethacrylate to 1 equiv. of copper salicylate in 10 ml of 2-methoxyethanol and then polymerizing thermally in the presence of 2,2'-azobisisobutyronitrile as initiator. The removal of the embedded copper salicylate from MCEP to prepare metal-chelate imprinted polymer (MCIP) was assessed by X-ray photoelectron spectroscopy (XPS), flame atomic absorption spectroscopy (FAAS) and high performance liquid chromatography (HPLC) techniques. Conventional or non-imprinted polymer material was prepared in a similar manner to MCEP, but without the addition of copper salicylate to the synthesis recipe. The drug release behaviour was examined in vitro with polymer materials having different template to monomer ratio, different crosslinker density and with polymer material loaded with copper salicylate to different extent. Detailed drug release studies with the drug loaded to MCIP and NIP materials unequivocally establish the higher and sustained release of the therapeutic agent over several days in addition to higher drug loading capacity with the former material."
