"PMID";"Method";"Search_Term";"Journal";"Citations";"YearPubmed";"Title";"Abstract"
"23538714";"BS-Seq";"BS-Seq";"Epigenetics";9;2013;"Buccals are likely to be a more informative surrogate tissue than blood for epigenome-wide association studies.";"There is increasing evidence that interindividual epigenetic variation is an etiological factor in common human diseases. Such epigenetic variation could be genetic or non-genetic in origin, and epigenome-wide association studies (EWASs) are underway for a wide variety of diseases/phenotypes. However, performing an EWAS is associated with a range of issues not typically encountered in genome-wide association studies (GWASs), such as the tissue to be analyzed. In many EWASs, it is not possible to analyze the target tissue in large numbers of live humans, and consequently surrogate tissues are employed, most commonly blood. But there is as yet no evidence demonstrating that blood is more informative than buccal cells, the other easily accessible tissue. To assess the potential of buccal cells for use in EWASs, we performed a comprehensive analysis of a buccal cell methylome using whole-genome bisulfite sequencing. Strikingly, a buccal vs. blood comparison reveals&gt;6X as many hypomethylated regions in buccal. These tissue-specific differentially methylated regions (tDMRs) are strongly enriched for DNaseI hotspots. Almost 75% of these tDMRs are not captured by commonly used DNA methylome profiling platforms such as Reduced Representational Bisulfite Sequencing and the Illumina Infinium HumanMethylation450 BeadChip, and they also display distinct genomic properties. Buccal hypo-tDMRs show a statistically significant enrichment near SNPs associated to disease identified through GWASs. Finally, we find that, compared with blood, buccal hypo-tDMRs show significantly greater overlap with hypomethylated regions in other tissues. We propose that for non-blood based diseases/phenotypes, buccal will be a more informative tissue for EWASs."
"24079845";"BS-Seq";"BS-Seq";"BMC Genomics";7;2013;"Intronic non-CG DNA hydroxymethylation and alternative mRNA splicing in honey bees.";"BACKGROUND: Previous whole-genome shotgun bisulfite sequencing experiments showed that DNA cytosine methylation in the honey bee (Apis mellifera) is almost exclusively at CG dinucleotides in exons. However, the most commonly used method, bisulfite sequencing, cannot distinguish 5-methylcytosine from 5-hydroxymethylcytosine, an oxidized form of 5-methylcytosine that is catalyzed by the TET family of dioxygenases. Furthermore, some analysis software programs under-represent non-CG DNA methylation and hydryoxymethylation for a variety of reasons. Therefore, we used an unbiased analysis of bisulfite sequencing data combined with molecular and bioinformatics approaches to distinguish 5-methylcytosine from 5-hydroxymethylcytosine. By doing this, we have performed the first whole genome analyses of DNA modifications at non-CG sites in honey bees and correlated the effects of these DNA modifications on gene expression and alternative mRNA splicing.RESULTS: We confirmed, using unbiased analyses of whole-genome shotgun bisulfite sequencing (BS-seq) data, with both new data and published data, the previous finding that CG DNA methylation is enriched in exons in honey bees. However, we also found evidence that cytosine methylation and hydroxymethylation at non-CG sites is enriched in introns. Using antibodies against 5-hydroxmethylcytosine, we confirmed that DNA hydroxymethylation at non-CG sites is enriched in introns. Additionally, using a new technique, Pvu-seq (which employs the enzyme PvuRts1l to digest DNA at 5-hydroxymethylcytosine sites followed by next-generation DNA sequencing), we further confirmed that hydroxymethylation is enriched in introns at non-CG sites.CONCLUSIONS: Cytosine hydroxymethylation at non-CG sites might have more functional significance than previously appreciated, and in honey bees these modifications might be related to the regulation of alternative mRNA splicing by defining the locations of the introns."
"24064417";"BS-Seq";"BS-Seq";"Bioinformatics";3;2013;"BSeQC: quality control of bisulfite sequencing experiments.";"MOTIVATION: Bisulfite sequencing (BS-seq) has emerged as the gold standard to study genome-wide DNA methylation at single-nucleotide resolution. Quality control (QC) is a critical step in the analysis pipeline to ensure that BS-seq data are of high quality and suitable for subsequent analysis. Although several QC tools are available for next-generation sequencing data, most of them were not designed to handle QC issues specific to BS-seq protocols. Therefore, there is a strong need for a dedicated QC tool to evaluate and remove potential technical biases in BS-seq experiments.RESULTS: We developed a package named BSeQC to comprehensively evaluate the quality of BS-seq experiments and automatically trim nucleotides with potential technical biases that may result in inaccurate methylation estimation. BSeQC takes standard SAM/BAM files as input and generates bias-free SAM/BAM files for downstream analysis. Evaluation based on real BS-seq data indicates that the use of the bias-free SAM/BAM file substantially improves the quantification of methylation level.AVAILABILITY AND IMPLEMENTATION: BSeQC is freely available at: http://code.google.com/p/bseqc/."
"24279449";"BS-Seq";"BS-Seq";"Epigenetics Chromatin";2;2013;"Identical sets of methylated and nonmethylated genes in Ciona intestinalis sperm and muscle cells.";"BACKGROUND: The discovery of gene body methylation, which refers to DNA methylation within gene coding region, suggests an as yet unknown role of DNA methylation at actively transcribed genes. In invertebrates, gene bodies are the primary targets of DNA methylation, and only a subset of expressed genes is modified.RESULTS: Here we investigate the tissue variability of both the global levels and distribution of 5-methylcytosine (5mC) in the sea squirt Ciona intestinalis. We find that global 5mC content of early developmental embryos is high, but is strikingly reduced in body wall tissues. We chose sperm and adult muscle cells, with high and reduced levels of global 5mC respectively, for genome-wide analysis of 5mC targets. By means of CXXC-affinity purification followed by deep sequencing (CAP-seq), and genome-wide bisulfite sequencing (BS-seq), we designated body-methylated and unmethylated genes in each tissue. Surprisingly, body-methylated and unmethylated gene groups are identical in the sperm and muscle cells. Our analysis of microarray expression data shows that gene body methylation is associated with broad expression throughout development. Moreover, transgenic analysis reveals contrasting gene body methylation at an identical gene-promoter combination when integrated at different genomic sites.CONCLUSIONS: We conclude that gene body methylation is not a direct regulator of tissue specific gene expression in C. intestinalis. Our findings reveal constant targeting of gene body methylation irrespective of cell type, and they emphasize a correlation between gene body methylation and ubiquitously expressed genes. Our transgenic experiments suggest that the promoter does not determine the methylation status of the associated gene body."
"23706300";"BS-Seq";"BS-Seq";"J Genet Genomics";1;2013;"An integrated workflow for DNA methylation analysis.";"The analysis of cytosine methylation provides a new way to assess and describe epigenetic regulation at a whole-genome level in many eukaryotes. DNA methylation has a demonstrated role in the genome stability and protection, regulation of gene expression and many other aspects of genome function and maintenance. BS-seq is a relatively unbiased method for profiling the DNA methylation, with a resolution capable of measuring methylation at individual cytosines. Here we describe, as an example, a workflow to handle DNA methylation analysis, from BS-seq library preparation to the data visualization. We describe some applications for the analysis and interpretation of these data. Our laboratory provides public access to plant DNA methylation data via visualization tools available at our &quot;Next-Gen Sequence&quot; websites (http://mpss.udel.edu), along with small RNA, RNA-seq and other data types."
"23774013";"BS-Seq";"BS-Seq";"Yi Chuan";0;2013;"[Genome-scale sequence data processing and epigenetic analysis of DNA methylation].";"A new approach recently developed for detecting cytosine DNA methylation (mC) and analyzing the genome-scale DNA methylation profiling, is called BS-Seq which is based on bisulfite conversion of genomic DNA combined with next-generation sequencing. The method can not only provide an insight into the difference of genome-scale DNA methylation among different organisms, but also reveal the conservation of DNA methylation in all contexts and nucleotide preference for different genomic regions, including genes, exons, and repetitive DNA sequences. It will be helpful to under-stand the epigenetic impacts of cytosine DNA methylation on the regulation of gene expression and maintaining silence of repetitive sequences, such as transposable elements. In this paper, we introduce the preprocessing steps of DNA methylation data, by which cytosine (C) and guanine (G) in the reference sequence are transferred to thymine (T) and adenine (A), and cytosine in reads is transferred to thymine, respectively. We also comprehensively review the main content of the DNA methylation analysis on the genomic scale: (1) the cytosine methylation under the context of different sequences; (2) the distribution of genomic methylcytosine; (3) DNA methylation context and the preference for the nucleotides; (4) DNA- protein interaction sites of DNA methylation; (5) degree of methylation of cytosine in the different structural elements of genes. DNA methylation analysis technique provides a powerful tool for the epigenome study in human and other species, and genes and environment interaction, and founds the theoretical basis for further development of disease diagnostics and therapeutics in human."
"23219530";"BS-Seq";"BS-Seq";"Mol Cell";79;2012;"The dynamics of genome-wide DNA methylation reprogramming in mouse primordial germ cells.";"Genome-wide DNA methylation reprogramming occurs in mouse primordial germ cells (PGCs) and preimplantation embryos, but the precise dynamics and biological outcomes are largely unknown. We have carried out whole-genome bisulfite sequencing (BS-Seq) and RNA-Seq across key stages from E6.5 epiblast to E16.5 PGCs. Global loss of methylation takes place during PGC expansion and migration with evidence for passive demethylation, but sequences that carry long-term epigenetic memory (imprints, CpG islands on the X chromosome, germline-specific genes) only become demethylated upon entry of PGCs into the gonads. The transcriptional profile of PGCs is tightly controlled despite global hypomethylation, with transient expression of the pluripotency network, suggesting that reprogramming and pluripotency are inextricably linked. Our results provide a framework for the understanding of the epigenetic ground state of pluripotency in the germline."
"22290186";"BS-Seq";"BS-Seq";"Nat Methods";62;2012;"DNA methylome analysis using short bisulfite sequencing data.";"Bisulfite conversion of genomic DNA combined with next-generation sequencing (BS-seq) is widely used to measure the methylation state of a whole genome, the methylome, at single-base resolution. However, analysis of BS-seq data still poses a considerable challenge. Here we summarize the challenges of BS-seq mapping as they apply to both base and color-space data. We also explore the effect of sequencing errors and contaminants on inferred methylation levels and recommend the most appropriate way to analyze this type of data."
"22466170";"BS-Seq";"BS-Seq";"Genome Res";57;2012;"Sequential ChIP-bisulfite sequencing enables direct genome-scale investigation of chromatin and DNA methylation cross-talk.";"Cross-talk between DNA methylation and histone modifications drives the establishment of composite epigenetic signatures and is traditionally studied using correlative rather than direct approaches. Here, we present sequential ChIP-bisulfite-sequencing (ChIP-BS-seq) as an approach to quantitatively assess DNA methylation patterns associated with chromatin modifications or chromatin-associated factors directly. A chromatin-immunoprecipitation (ChIP)-capturing step is used to obtain a restricted representation of the genome occupied by the epigenetic feature of interest, for which a single-base resolution DNA methylation map is then generated. When applied to H3 lysine 27 trimethylation (H3K27me3), we found that H3K27me3 and DNA methylation are compatible throughout most of the genome, except for CpG islands, where these two marks are mutually exclusive. Further ChIP-BS-seq-based analysis in Dnmt triple-knockout (TKO) embryonic stem cells revealed that total loss of CpG methylation is associated with alteration of H3K27me3 levels throughout the genome: H3K27me3 in localized peaks is decreased while broad local enrichments (BLOCs) of H3K27me3 are formed. At an even broader scale, these BLOCs correspond to regions of high DNA methylation in wild-type ES cells, suggesting that DNA methylation prevents H3K27me3 deposition locally and at a megabase scale. Our strategy provides a unique way of investigating global interdependencies between DNA methylation and other chromatin features."
"22563065";"BS-Seq";"BS-Seq";"Bioinformatics";14;2012;"BRAT-BW: efficient and accurate mapping of bisulfite-treated reads.";"SUMMARY: We introduce BRAT-BW, a fast, accurate and memory-efficient tool that maps bisulfite-treated short reads (BS-seq) to a reference genome using the FM-index (Burrows-Wheeler transform). BRAT-BW is significantly more memory efficient and faster on longer reads than current state-of-the-art tools for BS-seq data, without compromising on accuracy. BRAT-BW is a part of a software suite for genome-wide single base-resolution methylation data analysis that supports single and paired-end reads and includes a tool for estimation of methylation level at each cytosine.AVAILABILITY: The software is available in the public domain at http://compbio.cs.ucr.edu/brat/."
"22911809";"BS-Seq";"BS-Seq";"PLoS One";5;2012;"Advanced methylome analysis after bisulfite deep sequencing: an example in Arabidopsis.";"Deep sequencing after bisulfite conversion (BS-Seq) is the method of choice to generate whole genome maps of cytosine methylation at single base-pair resolution. Its application to genomic DNA of Arabidopsis flower bud tissue resulted in the first complete methylome, determining a methylation rate of 6.7% in this tissue. BS-Seq reads were mapped onto an in silico converted reference genome, applying the so-called 3-letter genome method. Here, we present BiSS (Bisufite Sequencing Scorer), a new method applying Smith-Waterman alignment to map bisulfite-converted reads to a reference genome. In addition, we introduce a comprehensive adaptive error estimate that accounts for sequencing errors, erroneous bisulfite conversion and also wrongly mapped reads. The re-analysis of the Arabidopsis methylome data with BiSS mapped substantially more reads to the genome. As a result, it determines the methylation status of an extra 10% of cytosines and estimates the methylation rate to be 7.7%. We validated the results by individual traditional bisulfite sequencing for selected genomic regions. In addition to predicting the methylation status of each cytosine, BiSS also provides an estimate of the methylation degree at each genomic site. Thus, BiSS explores BS-Seq data more extensively and provides more information for downstream analysis."
"21493656";"BS-Seq";"BS-Seq";"Bioinformatics";156;2011;"Bismark: a flexible aligner and methylation caller for Bisulfite-Seq applications.";"SUMMARY: A combination of bisulfite treatment of DNA and high-throughput sequencing (BS-Seq) can capture a snapshot of a cell's epigenomic state by revealing its genome-wide cytosine methylation at single base resolution. Bismark is a flexible tool for the time-efficient analysis of BS-Seq data which performs both read mapping and methylation calling in a single convenient step. Its output discriminates between cytosines in CpG, CHG and CHH context and enables bench scientists to visualize and interpret their methylation data soon after the sequencing run is completed.AVAILABILITY AND IMPLEMENTATION: Bismark is released under the GNU GPLv3+ licence. The source code is freely available from www.bioinformatics.bbsrc.ac.uk/projects/bismark/."
"20395551";"BS-Seq";"BS-Seq";"Proc Natl Acad Sci U S A";182;2010;"Conservation and divergence of methylation patterning in plants and animals.";"Cytosine DNA methylation is a heritable epigenetic mark present in many eukaryotic organisms. Although DNA methylation likely has a conserved role in gene silencing, the levels and patterns of DNA methylation appear to vary drastically among different organisms. Here we used shotgun genomic bisulfite sequencing (BS-Seq) to compare DNA methylation in eight diverse plant and animal genomes. We found that patterns of methylation are very similar in flowering plants with methylated cytosines detected in all sequence contexts, whereas CG methylation predominates in animals. Vertebrates have methylation throughout the genome except for CpG islands. Gene body methylation is conserved with clear preference for exons in most organisms. Furthermore, genes appear to be the major target of methylation in Ciona and honey bee. Among the eight organisms, the green alga Chlamydomonas has the most unusual pattern of methylation, having non-CG methylation enriched in exons of genes rather than in repeats and transposons. In addition, the Dnmt1 cofactor Uhrf1 has a conserved function in maintaining CG methylation in both transposons and gene bodies in the mouse, Arabidopsis, and zebrafish genomes."
"20430099";"BS-Seq";"BS-Seq";"Methods";36;2010;"Whole genome DNA methylation analysis based on high throughput sequencing technology.";"There are numerous approaches to decipher a whole genome DNA methylation profile (&quot;methylome&quot;), each varying in cost, throughput and resolution. The gold standard of these methods, whole genome bisulfite-sequencing (BS-seq), involves treatment of DNA with sodium bisulfite combined with subsequent high throughput sequencing. Using BS-seq, we generated a single-base-resolution methylome in human peripheral blood mononuclear cells (in press). This BS-seq map was then used as the reference methylome to compare two alternative sequencing-based methylome assays (performed on the same donor of PBMCs): methylated DNA immunoprecipitation (MeDIP-seq) and methyl-binding protein (MBD-seq). In our analysis, we found that MeDIP-seq and MBD-seq are complementary strategies, with MeDIP-seq more sensitive to highly methylated, high-CpG densities and MDB-seq more sensitive to highly methylated, moderate-CpG densities. Taking into account the size of a mammalian genome and the current expense of sequencing, we feel 3gigabases (Gbp) 45bp paired-end MeDIP-seq or MBD-seq uniquely mapped reads is the minimum requirement and cost-effective strategy for methylome pattern analysis."
"18278030";"BS-Seq";"BS-Seq";"Nature";420;2008;"Shotgun bisulphite sequencing of the Arabidopsis genome reveals DNA methylation patterning.";"Cytosine DNA methylation is important in regulating gene expression and in silencing transposons and other repetitive sequences. Recent genomic studies in Arabidopsis thaliana have revealed that many endogenous genes are methylated either within their promoters or within their transcribed regions, and that gene methylation is highly correlated with transcription levels. However, plants have different types of methylation controlled by different genetic pathways, and detailed information on the methylation status of each cytosine in any given genome is lacking. To this end, we generated a map at single-base-pair resolution of methylated cytosines for Arabidopsis, by combining bisulphite treatment of genomic DNA with ultra-high-throughput sequencing using the Illumina 1G Genome Analyser and Solexa sequencing technology. This approach, termed BS-Seq, unlike previous microarray-based methods, allows one to sensitively measure cytosine methylation on a genome-wide scale within specific sequence contexts. Here we describe methylation on previously inaccessible components of the genome and analyse the DNA methylation sequence composition and distribution. We also describe the effect of various DNA methylation mutants on genome-wide methylation patterns, and demonstrate that our newly developed library construction and computational methods can be applied to large genomes such as that of mouse."
