PMID	Citations	YearPubmed	Journal	Title	Abstract
24393626	5	2014	Genome Biol	RIP-seq analysis of eukaryotic Sm proteins identifies three major categories of Sm-containing ribonucleoproteins.	BACKGROUND: Sm proteins are multimeric RNA-binding factors, found in all three domains of life. Eukaryotic Sm proteins, together with their associated RNAs, form small ribonucleoprotein (RNP) complexes important in multiple aspects of gene regulation. Comprehensive knowledge of the RNA components of Sm RNPs is critical for understanding their functions.RESULTS: We developed a multi-targeting RNA-immunoprecipitation sequencing (RIP-seq) strategy to reliably identify Sm-associated RNAs from Drosophila ovaries and cultured human cells. Using this method, we discovered three major categories of Sm-associated transcripts: small nuclear (sn)RNAs, small Cajal body (sca)RNAs and mRNAs. Additional RIP-PCR analysis showed both ubiquitous and tissue-specific interactions. We provide evidence that the mRNA-Sm interactions are mediated by snRNPs, and that one of the mechanisms of interaction is via base pairing. Moreover, the Sm-associated mRNAs are mature, indicating a splicing-independent function for Sm RNPs.CONCLUSIONS: This study represents the first comprehensive analysis of eukaryotic Sm-containing RNPs, and provides a basis for additional functional analyses of Sm proteins and their associated snRNPs outside of the context of pre-mRNA splicing. Our findings expand the repertoire of eukaryotic Sm-containing RNPs and suggest new functions for snRNPs in mRNA metabolism.
24502796	3	2014	Biotechniques	Library construction for next-generation sequencing: overviews and challenges.	High-throughput sequencing, also known as next-generation sequencing (NGS), has revolutionized genomic research. In recent years, NGS technology has steadily improved, with costs dropping and the number and range of sequencing applications increasing exponentially. Here, we examine the critical role of sequencing library quality and consider important challenges when preparing NGS libraries from DNA and RNA sources. Factors such as the quantity and physical characteristics of the RNA or DNA source material as well as the desired application (i.e., genome sequencing, targeted sequencing, RNA-seq, ChIP-seq, RIP-seq, and methylation) are addressed in the context of preparing high quality sequencing libraries. In addition, the current methods for preparing NGS libraries from single cells are also discussed.
25474150	1	2014	PLoS Genet	RAN-binding protein 9 is involved in alternative splicing and is critical for male germ cell development and male fertility.	As a member of the large Ran-binding protein family, Ran-binding protein 9 (RANBP9) has been suggested to play a critical role in diverse cellular functions in somatic cell lineages in vitro, and this is further supported by the neonatal lethality phenotype in Ranbp9 global knockout mice. However, the exact molecular actions of RANBP9 remain largely unknown. By inactivation of Ranbp9 specifically in testicular somatic and spermatogenic cells, we discovered that Ranbp9 was dispensable for Sertoli cell development and functions, but critical for male germ cell development and male fertility. RIP-Seq and proteomic analyses revealed that RANBP9 was associated with multiple key splicing factors and directly targeted &gt;2,300 mRNAs in spermatocytes and round spermatids. Many of the RANBP9 target and non-target mRNAs either displayed aberrant splicing patterns or were dysregulated in the absence of Ranbp9. Our data uncovered a novel role of Ranbp9 in regulating alternative splicing in spermatogenic cells, which is critical for normal spermatogenesis and male fertility.
25330313	1	2014	PLoS One	Profound impact of Hfq on nutrient acquisition, metabolism and motility in the plant pathogen Agrobacterium tumefaciens.	As matchmaker between mRNA and sRNA interactions, the RNA chaperone Hfq plays a key role in riboregulation of many bacteria. Often, the global influence of Hfq on the transcriptome is reflected by substantially altered proteomes and pleiotropic phenotypes in hfq mutants. Using quantitative proteomics and co-immunoprecipitation combined with RNA-sequencing (RIP-seq) of Hfq-bound RNAs, we demonstrate the pervasive role of Hfq in nutrient acquisition, metabolism and motility of the plant pathogen Agrobacterium tumefaciens. 136 of 2544 proteins identified by iTRAQ (isobaric tags for relative and absolute quantitation) were affected in the absence of Hfq. Most of them were associated with ABC transporters, general metabolism and motility. RIP-seq of chromosomally encoded Hfq3xFlag revealed 1697 mRNAs and 209 non-coding RNAs (ncRNAs) associated with Hfq. 56 ncRNAs were previously undescribed. Interestingly, 55% of the Hfq-bound ncRNAs were encoded antisense (as) to a protein-coding sequence suggesting that A. tumefaciens Hfq plays an important role in asRNA-target interactions. The exclusive enrichment of 296 mRNAs and 31 ncRNAs under virulence conditions further indicates a role for post-transcriptional regulation in A. tumefaciens-mediated plant infection. On the basis of the iTRAQ and RIP-seq data, we assembled a comprehensive model of the Hfq core regulon in A. tumefaciens.
24096052	6	2013	Methods	RIPiT-Seq: a high-throughput approach for footprinting RNA:protein complexes.	Development of high-throughput approaches to map the RNA interaction sites of individual RNA binding proteins (RBPs) transcriptome-wide is rapidly transforming our understanding of post-transcriptional gene regulatory mechanisms. Here we describe a ribonucleoprotein (RNP) footprinting approach we recently developed for identifying occupancy sites of both individual RBPs and multi-subunit RNP complexes. RNA:protein immunoprecipitation in tandem (RIPiT) yields highly specific RNA footprints of cellular RNPs isolated via two sequential purifications; the resulting RNA footprints can then be identified by high-throughput sequencing (Seq). RIPiT-Seq is broadly applicable to all RBPs regardless of their RNA binding mode and thus provides a means to map the RNA binding sites of RBPs with poor inherent ultraviolet (UV) crosslinkability. Further, among current high-throughput approaches, RIPiT has the unique capacity to differentiate binding sites of RNPs with overlapping protein composition. It is therefore particularly suited for studying dynamic RNP assemblages whose composition evolves as gene expression proceeds.
23519609	6	2013	Nucleic Acids Res	Characterizing TDP-43 interaction with its RNA targets.	One of the most important functional features of nuclear factor TDP-43 is its ability to bind UG-repeats with high efficiency. Several cross-linking and immunoprecipitation (CLIP) and RNA immunoprecipitation-sequencing (RIP-seq) analyses have indicated that TDP-43 in vivo can also specifically bind loosely conserved UG/GU-rich repeats interspersed by other nucleotides. These sequences are predominantly localized within long introns and in the 3'UTR of various genes. Most importantly, some of these sequences have been found to exist in the 3'UTR region of TDP-43 itself. In the TDP-43 3'UTR context, the presence of these UG-like sequences is essential for TDP-43 to autoregulate its own levels through a negative feedback loop. In this work, we have compared the binding of TDP-43 with these types of sequences as opposed to perfect UG-stretches. We show that the binding affinity to the UG-like sequences has a dissociation constant (Kd) of ∼110 nM compared with a Kd of 8 nM for straight UGs, and have mapped the region of contact between protein and RNA. In addition, our results indicate that the local concentration of UG dinucleotides in the CLIP sequences is one of the major factors influencing the interaction of these RNA sequences with TDP-43.
23455476	6	2013	Nucleic Acids Res	RIPSeeker: a statistical package for identifying protein-associated transcripts from RIP-seq experiments.	RIP-seq has recently been developed to discover genome-wide RNA transcripts that interact with a protein or protein complex. RIP-seq is similar to both RNA-seq and ChIP-seq, but presents unique properties and challenges. Currently, no statistical tool is dedicated to RIP-seq analysis. We developed RIPSeeker (http://www.bioconductor.org/packages/2.12/bioc/html/RIPSeeker.html), a free open-source Bioconductor/R package for de novo RIP peak predictions based on HMM. To demonstrate the utility of the software package, we applied RIPSeeker and six other published programs to three independent RIP-seq datasets and two PAR-CLIP datasets corresponding to six distinct RNA-binding proteins. Based on receiver operating curves, RIPSeeker demonstrates superior sensitivity and specificity in discriminating high-confidence peaks that are consistently agreed on among a majority of the comparison methods, and dominated 9 of the 12 evaluations, averaging 80% area under the curve. The peaks from RIPSeeker are further confirmed based on their significant enrichment for biologically meaningful genomic elements, published sequence motifs and association with canonical transcripts known to interact with the proteins examined. While RIPSeeker is specifically tailored for RIP-seq data analysis, it also provides a suite of bioinformatics tools integrated within a self-contained software package comprehensively addressing issues ranging from post-alignments' processing to visualization and annotation.
23917615	5	2013	EMBO Rep	Messenger RNA is a functional component of a chromatin insulator complex.	Chromatin insulators are DNA protein complexes situated throughout the genome capable of demarcating independent transcriptional domains. Previous studies point to an important role for RNA in gypsy chromatin insulator function in Drosophila; however, the identity of these putative insulator-associated RNAs is not currently known. Here we utilize RNA-immunoprecipitation and high throughput sequencing (RIP-seq) to isolate RNAs stably associated with gypsy insulator complexes. Strikingly, these RNAs correspond to specific sense-strand, spliced and polyadenylated mRNAs, including two insulator protein transcripts. In order to assess the functional significance of these associated mRNAs independent of their coding function, we expressed untranslatable versions of these transcripts in developing flies and observed both alteration of insulator complex nuclear localization as well as improvement of enhancer-blocking activity. Together, these data suggest a novel, noncoding mechanism by which certain mRNAs contribute to chromatin insulator function.
23939471	4	2013	Gene	Screening for possible miRNA-mRNA associations in a colon cancer cell line.	MicroRNAs (miRNAs) are small non-coding RNAs mediating the regulation of gene expression in various biological contexts, including carcinogenesis. Here, we screened putative associations between 34, 45, and 103 miRNAs and 164, 391, and 81 mRNAs via Argonaute1 (Ago1) or Ago2 immunoprecipitation (IP) experiments in a colon cancer cell line. We used a combination of RIP Seq analysis. RNAs that were co-immunoprecipitated with Ago1 or Ago2 were used for massively parallel small RNA and mRNA sequencing. The detected miRNAs and mRNAs were further associated with one another based on in silico target predictions. Analysis of the putative associations indicated that, although Ago1 and Ago2 shared a similar repertory of miRNAs, the mRNAs possibly regulated by those miRNAs seemed different. The mRNAs detected with Ago1 IP were indicated to be frequently associated with genes having constitutive cellular functions, regulated by a smaller number of miRNAs, and appeared to receive more stringent translational regulation. In contrast, putative miRNA-mRNA associations detected with Ago2 IP appeared to be related to signal transduction genes, which had a larger number of possible miRNA binding sites. We then conducted a similar analysis using the colon cancer cells cultured under hypoxia and identified potential hypoxia-induced miRNA-mRNA associations, which included several well-characterized cancer-related genes as novel putative miRNA targets.
23929032	2	2013	Bioinformatics	ASPeak: an abundance sensitive peak detection algorithm for RIP-Seq.	SUMMARY: Unlike DNA, RNA abundances can vary over several orders of magnitude. Thus, identification of RNA-protein binding sites from high-throughput sequencing data presents unique challenges. Although peak identification in ChIP-Seq data has been extensively explored, there are few bioinformatics tools tailored for peak calling on analogous datasets for RNA-binding proteins. Here we describe ASPeak (abundance sensitive peak detection algorithm), an implementation of an algorithm that we previously applied to detect peaks in exon junction complex RNA immunoprecipitation in tandem experiments. Our peak detection algorithm yields stringent and robust target sets enabling sensitive motif finding and downstream functional analyses.AVAILABILITY: ASPeak is implemented in Perl as a complete pipeline that takes bedGraph files as input. ASPeak implementation is freely available at https://sourceforge.net/projects/as-peak under the GNU General Public License. ASPeak can be run on a personal computer, yet is designed to be easily parallelizable. ASPeak can also run on high performance computing clusters providing efficient speedup. The documentation and user manual can be obtained from http://master.dl.sourceforge.net/project/as-peak/manual.pdf.
24257445	1	2013	Methods	Profiling post-transcriptionally networked mRNA subsets using RIP-Chip and RIP-Seq.	Post-transcriptional regulation of messenger RNA contributes to numerous aspects of gene expression. The key component to this level of regulation is the interaction of RNA-binding proteins (RBPs) and their associated target mRNA. Splicing, stability, localization, translational efficiency, and alternate codon use are just some of the post-transcriptional processes regulated by RBPs. Central to our understanding of these processes is the need to characterize the network of RBP-mRNA associations and create a map of this functional post-transcriptional regulatory system. Here we provide a detailed methodology for mRNA isolation using RBP immunoprecipitation (RIP) as a primary partitioning approach followed by microarray (Chip) or next generation sequencing (NGS) analysis. We do this by using specific antibodies to target RBPs for the capture of associated RNA cargo. RIP-Chip/Seq has proven to be is a versatile, genomic technique that has been widely used to study endogenous RBP-RNA associations.
23673373	1	2013	RNA Biol	Genome-wide identification of translationally inhibited and degraded miR-155 targets using RNA-interacting protein-IP.	MicroRNAs (miRNAs) are single-stranded, small, non-coding RNAs, which fine-tune protein expression by degrading and/or translationally inhibiting mRNAs. Manipulation of miRNA expression in animal models frequently results in severe phenotypes indicating their relevance in controlling cellular functions, most likely by interacting with multiple targets. To better understand the effect of miRNA activities, genome-wide analysis of their targets are required. MicroRNA profiling as well as transcriptome analysis upon enforced miRNA expression were frequently used to investigate their relevance. However, these approaches often fail to identify relevant miRNAs targets. Therefore, we tested the precision of RNA-interacting protein immunoprecipitation (RIP) using AGO2-specific antibodies, a core component of the &quot;RNA-induced silencing complex&quot; (RISC), followed by RNA sequencing (Seq) in a defined cellular system, the HEK293T cells with stable, ectopic expression of miR-155. Thereby, we identified 100 AGO2-associated mRNAs in miR-155-expressing cells, of which 67 were in silico predicted miR-155 target genes. An integrated analysis of the corresponding expression profiles indicated that these targets were either regulated by mRNA decay or by translational repression. Of the identified miR-155 targets, 17 were related to cell cycle control, suggesting their involvement in the observed increase in cell proliferation of HEK293T cells upon miR-155 expression. Additional, secondary changes within the gene expression profile were detected and might contribute to this phenotype as well. Interestingly, by analyzing RIP-Seq data of HEK-293T cells and two B-cell lines we identified a recurrent disproportional enrichment of several miRNAs, including miR-155 and miRNAs of the miR-17-92 cluster, in the AGO2-associated precipitates, suggesting discrepancies in miRNA expression and activity.
24074203	0	2013	BMC Genomics	RIP-seq of BmAgo2-associated small RNAs reveal various types of small non-coding RNAs in the silkworm, Bombyx mori.	BACKGROUND: Small non-coding RNAs (ncRNAs) are important regulators of gene expression in eukaryotes. Previously, only microRNAs (miRNAs) and piRNAs have been identified in the silkworm, Bombyx mori. Furthermore, only ncRNAs (50-500nt) of intermediate size have been systematically identified in the silkworm.RESULTS: Here, we performed a systematic identification and analysis of small RNAs (18-50nt) associated with the Bombyx mori argonaute2 (BmAgo2) protein. Using RIP-seq, we identified various types of small ncRNAs associated with BmAGO2. These ncRNAs showed a multimodal length distribution, with three peaks at ~20nt, ~27nt and ~33nt, which included tRNA-, transposable element (TE)-, rRNA-, snoRNA- and snRNA-derived small RNAs as well as miRNAs and piRNAs. The tRNA-derived fragments (tRFs) were found at an extremely high abundance and accounted for 69.90% of the BmAgo2-associated small RNAs. Northern blotting confirmed that many tRFs were expressed or up-regulated only in the BmNPV-infected cells, implying that the tRFs play a prominent role by binding to BmAgo2 during BmNPV infection. Additional evidence suggested that there are potential cleavage sites on the D, anti-codon and TψC loops of the tRNAs. TE-derived small RNAs and piRNAs also accounted for a significant proportion of the BmAgo2-associated small RNAs, suggesting that BmAgo2 could be involved in the maintenance of genome stability by suppressing the activities of transposons guided by these small RNAs. Finally, Northern blotting was also used to confirm the Bombyx 5.8 s rRNA-derived small RNAs, demonstrating that various novel small RNAs exist in the silkworm.CONCLUSIONS: Using an RIP-seq method in combination with Northern blotting, we identified various types of small RNAs associated with the BmAgo2 protein, including tRNA-, TE-, rRNA-, snoRNA- and snRNA-derived small RNAs as well as miRNAs and piRNAs. Our findings provide new clues for future functional studies of the role of small RNAs in insect development and evolution.
23024010	21	2012	Bioinformatics	Site identification in high-throughput RNA-protein interaction data.	MOTIVATION: Post-transcriptional and co-transcriptional regulation is a crucial link between genotype and phenotype. The central players are the RNA-binding proteins, and experimental technologies [such as cross-linking with immunoprecipitation- (CLIP-) and RIP-seq] for probing their activities have advanced rapidly over the course of the past decade. Statistically robust, flexible computational methods for binding site identification from high-throughput immunoprecipitation assays are largely lacking however.RESULTS: We introduce a method for site identification which provides four key advantages over previous methods: (i) it can be applied on all variations of CLIP and RIP-seq technologies, (ii) it accurately models the underlying read-count distributions, (iii) it allows external covariates, such as transcript abundance (which we demonstrate is highly correlated with read count) to inform the site identification process and (iv) it allows for direct comparison of site usage across cell types or conditions.AVAILABILITY AND IMPLEMENTATION: We have implemented our method in a software tool called Piranha. Source code and binaries, licensed under the GNU General Public License (version 3) are freely available for download from http://smithlab.usc.edu.CONTACT: andrewds@usc.eduSUPPLEMENTARY INFORMATION: Supplementary data available at Bioinformatics online.
22575643	4	2012	FEBS Lett	A new function of ROD1 in nonsense-mediated mRNA decay.	RNA-binding proteins play a crucial role in the post-transcriptional regulation of gene expression. Polypyrimidine tract binding protein (PTB in humans) has been extensively characterized as an important splicing factor, and has additional functions in 3' end processing and translation. ROD1 is a PTB paralog containing four RRM (RNA recognition motif) domains. Here, we discover a function of ROD1 in nonsense-mediated mRNA decay (NMD). We show that ROD1 and the core NMD factor UPF1 interact and co-regulate an extensive number of target genes. Using a reporter system, we demonstrate that ROD1, similarly to UPF1 and UPF2, is required for the destabilization of a known NMD substrate. Finally, we show through RIP-seq that ROD1 and UPF1 associate with a significant number of common transcripts.
