PMID	Citations	YearPubmed	Journal	Title	Abstract
25114054	1	2014	Nucleic Acids Res	A statistical model of ChIA-PET data for accurate detection of chromatin 3D interactions.	Identification of three-dimensional (3D) interactions between regulatory elements across the genome is crucial to unravel the complex regulatory machinery that orchestrates proliferation and differentiation of cells. ChIA-PET is a novel method to identify such interactions, where physical contacts between regions bound by a specific protein are quantified using next-generation sequencing. However, determining the significance of the observed interaction frequencies in such datasets is challenging, and few methods have been proposed. Despite the fact that regions that are close in linear genomic distance have a much higher tendency to interact by chance, no methods to date are capable of taking such dependency into account. Here, we propose a statistical model taking into account the genomic distance relationship, as well as the general propensity of anchors to be involved in contacts overall. Using both real and simulated data, we show that the previously proposed statistical test, based on Fisher's exact test, leads to invalid results when data are dependent on genomic distance. We also evaluate our method on previously validated cell-line specific and constitutive 3D interactions, and show that relevant interactions are significant, while avoiding over-estimating the significance of short nearby interactions.
24782518	1	2014	Nucleic Acids Res	Nucleosome eviction and multiple co-factor binding predict estrogen-receptor-alpha-associated long-range interactions.	Many enhancers regulate their target genes via long-distance interactions. High-throughput experiments like ChIA-PET have been developed to map such largely cell-type-specific interactions between cis-regulatory elements genome-widely. In this study, we integrated multiple types of data in order to reveal the general hidden patterns embedded in the ChIA-PET data. We found characteristic distance features related to promoter-promoter, enhancer-enhancer and insulator-insulator interactions. Although a protein may have many binding sites along the genome, our hypothesis is that those sites that share certain open chromatin structure can accommodate relatively larger protein complex consisting of specific regulatory and 'bridging' factors, and may be more likely to form robust long-range deoxyribonucleic acid (DNA) loops. This hypothesis was validated in the estrogen receptor alpha (ERα) ChIA-PET data. An efficient classifier was built to predict ERα-associated long-range interactions solely from the related ChIP-seq data, hence linking distal ERα-dependent enhancers to their target genes. We further applied the classifier to generate additional novel interactions, which were undetected in the original ChIA-PET paper but were validated by other independent experiments. Our work provides a new insight into the long-range chromatin interactions through deeper and integrative ChIA-PET data analysis and demonstrates DNA looping predictability from ordinary ChIP-seq data.
25485614	0	2014	Stat Appl Genet Mol Biol	A Bayesian mixture model for chromatin interaction data.	Chromatin interactions mediated by a particular protein are of interest for studying gene regulation, especially the regulation of genes that are associated with, or known to be causative of, a disease. A recent molecular technique, Chromatin interaction analysis by paired-end tag sequencing (ChIA-PET), that uses chromatin immunoprecipitation (ChIP) and high throughput paired-end sequencing, is able to detect such chromatin interactions genomewide. However, ChIA-PET may generate noise (i.e., pairings of DNA fragments by random chance) in addition to true signal (i.e., pairings of DNA fragments by interactions). In this paper, we propose MC_DIST based on a mixture modeling framework to identify true chromatin interactions from ChIA-PET count data (counts of DNA fragment pairs). The model is cast into a Bayesian framework to take into account the dependency among the data and the available information on protein binding sites and gene promoters to reduce false positives. A simulation study showed that MC_DIST outperforms the previously proposed hypergeometric model in terms of both power and type I error rate. A real data study showed that MC_DIST may identify potential chromatin interactions between protein binding sites and gene promoters that may be missed by the hypergeometric model. An R package implementing the MC_DIST model is available at http://www.stat.osu.edu/~statgen/SOFTWARE/MDM.
25280477	0	2014	J Mol Cell Biol	Hot spots of DNA double-strand breaks and genomic contacts of human rDNA units are involved in epigenetic regulation.	DNA double-strand breaks (DSBs) are involved in many cellular mechanisms, including replication, transcription, and genome rearrangements. The recent observation that hot spots of DSBs in human chromosomes delimit DNA domains that possess coordinately expressed genes suggests a strong relationship between the organization of transcription patterns and hot spots of DSBs. In this study, we performed mapping of hot spots of DSBs in a human 43-kb ribosomal DNA (rDNA) repeated unit. We observed that rDNA units corresponded to the most fragile sites in human chromosomes and that these units possessed at least nine specific regions containing clusters of extremely frequently occurring DSBs, which were located exclusively in non-coding intergenic spacer (IGS) regions. The hot spots of DSBs corresponded to only a specific subset of DNase-hypersensitive sites, and coincided with CTCF, PARP1, and HNRNPA2B1 binding sites, and H3K4me3 marks. Our rDNA-4C data indicate that the regions of IGS containing the hot spots of DSBs often form contacts with specific regions in different chromosomes, including the pericentromeric regions, as well as regions that are characterized by H3K27ac and H3K4me3 marks, CTCF binding sites, ChIA-PET and RIP signals, and high levels of DSBs. The data suggest a strong link between chromosome breakage and several different mechanisms of epigenetic regulation of gene expression.
24835279	0	2014	PLoS One	Statistical models for detecting differential chromatin interactions mediated by a protein.	Chromatin interactions mediated by a protein of interest are of great scientific interest. Recent studies show that protein-mediated chromatin interactions can have different intensities in different types of cells or in different developmental stages of a cell. Such differences can be associated with a disease or with the development of a cell. Thus, it is of great importance to detect protein-mediated chromatin interactions with different intensities in different cells. A recent molecular technique, Chromatin Interaction Analysis by Paired-End Tag Sequencing (ChIA-PET), which uses formaldehyde cross-linking and paired-end sequencing, is able to detect genome-wide chromatin interactions mediated by a protein of interest. Here we proposed two models (One-Step Model and Two-Step Model) for two sample ChIA-PET count data (one biological replicate in each sample) to identify differential chromatin interactions mediated by a protein of interest. Both models incorporate the data dependency and the extent to which a fragment pair is related to a pair of DNA loci of interest to make accurate identifications. The One-Step Model makes use of the data more efficiently but is more computationally intensive. An extensive simulation study showed that the models can detect those differentially interacted chromatins and there is a good agreement between each classification result and the truth. Application of the method to a two-sample ChIA-PET data set illustrates its utility. The two models are implemented as an R package MDM (available at http://www.stat.osu.edu/~statgen/SOFTWARE/MDM).
24797675	0	2014	PLoS One	Direct evidence for pitavastatin induced chromatin structure change in the KLF4 gene in endothelial cells.	Statins exert atheroprotective effects through the induction of specific transcriptional factors in multiple organs. In endothelial cells, statin-dependent atheroprotective gene up-regulation is mediated by Kruppel-like factor (KLF) family transcription factors. To dissect the mechanism of gene regulation, we sought to determine molecular targets by performing microarray analyses of human umbilical vein endothelial cells (HUVECs) treated with pitavastatin, and KLF4 was determined to be the most highly induced gene. In addition, it was revealed that the atheroprotective genes induced with pitavastatin, such as nitric oxide synthase 3 (NOS3) and thrombomodulin (THBD), were suppressed by KLF4 knockdown. Myocyte enhancer factor-2 (MEF2) family activation is reported to be involved in pitavastatin-dependent KLF4 induction. We focused on MEF2C among the MEF2 family members and identified a novel functional MEF2C binding site 148 kb upstream of the KLF4 gene by chromatin immunoprecipitation along with deep sequencing (ChIP-seq) followed by luciferase assay. By applying whole genome and quantitative chromatin conformation analysis {chromatin interaction analysis with paired end tag sequencing (ChIA-PET), and real time chromosome conformation capture (3C) assay}, we observed that the MEF2C-bound enhancer and transcription start site (TSS) of KLF4 came into closer spatial proximity by pitavastatin treatment. 3D-Fluorescence in situ hybridization (FISH) imaging supported the conformational change in individual cells. Taken together, dynamic chromatin conformation change was shown to mediate pitavastatin-responsive gene induction in endothelial cells.
24511080	0	2014	Bioinformatics	HiBrowse: multi-purpose statistical analysis of genome-wide chromatin 3D organization.	Recently developed methods that couple next-generation sequencing with chromosome conformation capture-based techniques, such as Hi-C and ChIA-PET, allow for characterization of genome-wide chromatin 3D structure. Understanding the organization of chromatin in three dimensions is a crucial next step in the unraveling of global gene regulation, and methods for analyzing such data are needed. We have developed HiBrowse, a user-friendly web-tool consisting of a range of hypothesis-based and descriptive statistics, using realistic assumptions in null-models.</AbstractText>: Recently developed methods that couple next-generation sequencing with chromosome conformation capture-based techniques, such as Hi-C and ChIA-PET, allow for characterization of genome-wide chromatin 3D structure. Understanding the organization of chromatin in three dimensions is a crucial next step in the unraveling of global gene regulation, and methods for analyzing such data are needed. We have developed HiBrowse, a user-friendly web-tool consisting of a range of hypothesis-based and descriptive statistics, using realistic assumptions in null-models.AVAILABILITY AND IMPLEMENTATION: HiBrowse is supported by all major browsers, and is freely available at http://hyperbrowser.uio.no/3d. Software is implemented in Python, and source code is available for download by following instructions on the main site.
24360274	38	2013	Cell	Interactome maps of mouse gene regulatory domains reveal basic principles of transcriptional regulation.	A key finding of the ENCODE project is that the enhancer landscape of mammalian cells undergoes marked alterations during ontogeny. However, the nature and extent of these changes are unclear. As part of the NIH Mouse Regulome Project, we here combined DNaseI hypersensitivity, ChIP-seq, and ChIA-PET technologies to map the promoter-enhancer interactomes of pluripotent ES cells and differentiated B lymphocytes. We confirm that enhancer usage varies widely across tissues. Unexpectedly, we find that this feature extends to broadly transcribed genes, including Myc and Pim1 cell-cycle regulators, which associate with an entirely different set of enhancers in ES and B cells. By means of high-resolution CpG methylomes, genome editing, and digital footprinting, we show that these enhancers recruit lineage-determining factors. Furthermore, we demonstrate that the turning on and off of enhancers during development correlates with promoter activity. We propose that organisms rely on a dynamic enhancer landscape to control basic cellular functions in a tissue-specific manner.
23704192	21	2013	Genome Res	The genomic landscape of cohesin-associated chromatin interactions.	Cohesin is implicated in establishing tissue-specific DNA loops that target enhancers to promoters, and also localizes to sites bound by the insulator protein CTCF, which blocks enhancer-promoter communication. However, cohesin-associated interactions have not been characterized on a genome-wide scale. Here we performed chromatin interaction analysis with paired-end tag sequencing (ChIA-PET) of the cohesin subunit SMC1A in developing mouse limb. We identified 2264 SMC1A interactions, of which 1491 (65%) involved sites co-occupied by CTCF. SMC1A participates in tissue-specific enhancer-promoter interactions and interactions that demarcate regions of correlated regulatory output. In contrast to previous studies, we also identified interactions between promoters and distal sites that are maintained in multiple tissues but are poised in embryonic stem cells and resolve to tissue-specific activated or repressed chromatin states in the mouse embryo. Our results reveal the diversity of cohesin-associated interactions in the genome and highlight their role in establishing the regulatory architecture of development.
23411633	17	2013	Nat Protoc	Multiplexed chromosome conformation capture sequencing for rapid genome-scale high-resolution detection of long-range chromatin interactions.	Chromosome conformation capture (3C) technology is a powerful and increasingly popular tool for analyzing the spatial organization of genomes. Several 3C variants have been developed (e.g., 4C, 5C, ChIA-PET, Hi-C), allowing large-scale mapping of long-range genomic interactions. Here we describe multiplexed 3C sequencing (3C-seq), a 4C variant coupled to next-generation sequencing, allowing genome-scale detection of long-range interactions with candidate regions. Compared with several other available techniques, 3C-seq offers a superior resolution (typically single restriction fragment resolution; approximately 1-8 kb on average) and can be applied in a semi-high-throughput fashion. It allows the assessment of long-range interactions of up to 192 genes or regions of interest in parallel by multiplexing library sequencing. This renders multiplexed 3C-seq an inexpensive, quick (total hands-on time of 2 weeks) and efficient method that is ideal for the in-depth analysis of complex genetic loci. The preparation of multiplexed 3C-seq libraries can be performed by any investigator with basic skills in molecular biology techniques. Data analysis requires basic expertise in bioinformatics and in Linux and Python environments. The protocol describes all materials, critical steps and bioinformatics tools required for successful application of 3C-seq technology.
23945083	10	2013	BMC Genomics	Characterization of constitutive CTCF/cohesin loci: a possible role in establishing topological domains in mammalian genomes.	BACKGROUND: Recent studies suggested that human/mammalian genomes are divided into large, discrete domains that are units of chromosome organization. CTCF, a CCCTC binding factor, has a diverse role in genome regulation including transcriptional regulation, chromosome-boundary insulation, DNA replication, and chromatin packaging. It remains unclear whether a subset of CTCF binding sites plays a functional role in establishing/maintaining chromatin topological domains.RESULTS: We systematically analysed the genomic, transcriptomic and epigenetic profiles of the CTCF binding sites in 56 human cell lines from ENCODE. We identified ~24,000 CTCF sites (referred to as constitutive sites) that were bound in more than 90% of the cell lines. Our analysis revealed: 1) constitutive CTCF loci were located in constitutive open chromatin and often co-localized with constitutive cohesin loci; 2) most constitutive CTCF loci were distant from transcription start sites and lacked CpG islands but were enriched with the full-spectrum CTCF motifs: a recently reported 33/34-mer and two other potentially novel (22/26-mer); 3) more importantly, most constitutive CTCF loci were present in CTCF-mediated chromatin interactions detected by ChIA-PET and these pair-wise interactions occurred predominantly within, but not between, topological domains identified by Hi-C.CONCLUSIONS: Our results suggest that the constitutive CTCF sites may play a role in organizing/maintaining the recently identified topological domains that are common across most human cells.
23571755	9	2013	Nucleic Acids Res	Handling realistic assumptions in hypothesis testing of 3D co-localization of genomic elements.	The study of chromatin 3D structure has recently gained much focus owing to novel techniques for detecting genome-wide chromatin contacts using next-generation sequencing. A deeper understanding of the architecture of the DNA inside the nucleus is crucial for gaining insight into fundamental processes such as transcriptional regulation, genome dynamics and genome stability. Chromatin conformation capture-based methods, such as Hi-C and ChIA-PET, are now paving the way for routine genome-wide studies of chromatin 3D structure in a range of organisms and tissues. However, appropriate methods for analyzing such data are lacking. Here, we propose a hypothesis test and an enrichment score of 3D co-localization of genomic elements that handles intra- or interchromosomal interactions, both separately and jointly, and that adjusts for biases caused by structural dependencies in the 3D data. We show that maintaining structural properties during resampling is essential to obtain valid estimation of P-values. We apply the method on chromatin states and a set of mutated regions in leukemia cells, and find significant co-localization of these elements, with varying enrichment scores, supporting the role of chromatin 3D structure in shaping the landscape of somatic mutations in cancer.
24357409	5	2013	Nucleic Acids Res	Dissecting the chromatin interactome of microRNA genes.	Our knowledge of the role of higher-order chromatin structures in transcription of microRNA genes (MIRs) is evolving rapidly. Here we investigate the effect of 3D architecture of chromatin on the transcriptional regulation of MIRs. We demonstrate that MIRs have transcriptional features that are similar to protein-coding genes. RNA polymerase II-associated ChIA-PET data reveal that many groups of MIRs and protein-coding genes are organized into functionally compartmentalized chromatin communities and undergo coordinated expression when their genomic loci are spatially colocated. We observe that MIRs display widespread communication in those transcriptionally active communities. Moreover, miRNA-target interactions are significantly enriched among communities with functional homogeneity while depleted from the same community from which they originated, suggesting MIRs coordinating function-related pathways at posttranscriptional level. Further investigation demonstrates the existence of spatial MIR-MIR chromatin interacting networks. We show that groups of spatially coordinated MIRs are frequently from the same family and involved in the same disease category. The spatial interaction network possesses both common and cell-specific subnetwork modules that result from the spatial organization of chromatin within different cell types. Together, our study unveils an entirely unexplored layer of MIR regulation throughout the human genome that links the spatial coordination of MIRs to their co-expression and function.
24071518	3	2013	Mol Cell Endocrinol	Estrogen receptor-mediated long-range chromatin interactions and transcription in breast cancer.	Estrogen induces the binding of ERα to thousands of locations in the breast cancer genome, preferring intergenic and distal regions rather than near the promoters of estrogen-regulated genes. With recent technological innovations in mapping and characterization of global chromatin organization, evidence now indicates ERα mediates long-range chromatin interactions to control gene transcription. The principles that govern how ERα communicates with their putative target genes via chromosomal interactions are also beginning to unravel. Herein, we summarize our current knowledge on the functional significance of chromatin looping in estrogen-mediated transcription. ERα collaborative factors and other players that contribute to define the genomic interactions in breast cancer cells will also be discussed. Defects in chromatin organization are emerging key players in diseases such as cancer, thus understanding how ERα-mediated chromatin looping affects genome organization will clarify the receptor's role in estrogen responsive pathways sensitive to defects in chromatin organization.
24051548	3	2013	Nucleus	The statistical-mechanics of chromosome conformation capture.	Since Jacob and Monod's characterization of the role of DNA elements in gene control, it has been recognized that the linear organization of genome structure is important for the regulation of gene transcription and hence the manifestation of phenotypes. Similarly, it has long been hypothesized that the spatial organization (in three dimensions evolving through time), as part of the epigenome, makes a significant contribution to the genotype-phenotype transition. Proximity ligation assays commonly known as chromosome conformation capture (3C) and 3C based methodologies (e.g., GCC, HiC and ChIA-Pet) are increasingly being incorporated into empirical studies to investigate the role that three-dimensional genome structure plays in the regulation of phenotype. The apparent simplicity of these methodologies-crosslink chromatin, digest, dilute, ligate, detect interactions-belies the complexity of the data and the considerations that should be taken into account to ensure the generation and accurate interpretation of reliable data. Here we discuss the probabilistic nature of these methodologies and how this contributes to their endogenous limitations.
24014450	3	2013	Wiley Interdiscip Rev Dev Biol	Chromatin looping and organization at developmentally regulated gene loci.	Developmentally regulated genes are often controlled by distant enhancers, silencers and insulators, to implement their correct transcriptional programs. In recent years, the development of 3C and derived techniques (4C, 5C, HiC, ChIA-PET, etc.) has confirmed that chromatin looping is an important mechanism for the transfer of regulatory information in mammalian cells. At many developmentally regulated gene loci, transcriptional activation is indeed accompanied by the formation of chromatin loops between genes and distant enhancers. Similarly, dynamic looping between insulator elements and changes in local 3D organization may be observed upon variation in transcriptional activity. Chromatin looping also occurs at silent gene loci, where its function remains less understood. In lineage-committed cells, partial 3D configurations are detected at loci that are activated at later stages. However, these partial configurations usually lack promoter-enhancer loops that accompany transcriptional activation, suggesting they have structural functions. Definitive evidence for a repressive role of chromatin looping is still lacking. Chromatin loops have been reported at repressed loci but, alternatively, they may act as a distraction for active loops. Together, these mechanisms allow fine-tuning of regulatory programs, thus providing further diversity in the transcriptional control of developmentally regulated gene loci.
24262216	2	2013	Bioinformatics	Identification of transcription factors for drug-associated gene modules and biomedical implications.	MOTIVATION: One of the major findings in systems biomedicine is that both pathogenesis of diseases and drug mode of action have a module basis. However, the transcription factors (TFs) regulating the modules remain largely unknown.RESULTS: In this study, by using biclustering approach FABIA (factor analysis for bicluster acquisition), we generate 49 modules for gene expression profiles on 1309 agent treatments. These modules are of biological relevance in terms of functional enrichment, drug-drug interactions and 3D proximity in chromatins. By using the information of drug targets (some of which are TFs) and biological regulation, the links between 28 modules and 12 specific TFs, such as estrogen receptors (ERs), nuclear factor-like 2 and peroxisome proliferator-activated receptor gamma, can be established. Some of the links are supported by 3D transcriptional regulation data [derived from ChIA-PET (chromatin interaction analysis using paired-end tags) experiments] and drug mode of action as well. The relationships between modules and TFs provide new clues to interpreting biological regulation mechanisms, in particular, the lipid metabolism regulation by ERα. In addition, the links between natural products (e.g. polyphenols) and their associated modules and TFs are helpful to elucidate their polypharmacological effects in terms of activating specific TFs, such as ERs, nuclear factor-like 2 and peroxisome proliferator-activated receptor gamma.
24246225	2	2013	Semin Immunol	Early T helper cell programming of gene expression in human.	Molecular mechanisms guiding naïve T helper cell differentiation into functionally specified effector cells are intensively studied. The rapidly growing knowledge is mainly achieved by using mouse cells or disease models. Comparatively exiguous data is gathered from human primary cells although they provide the &quot;ultimate model&quot; for immunology in man, have been exploited in many original studies paving the way for the field, and can be analyzed more easily than ever with the help of modern technology and methods. As usage of mouse models is unavoidable in translational research, parallel human and mouse studies should be performed to assure the relevancy of the hypothesis created during the basic research. In this review, we give an overview on the status of the studies conducted with human primary cells aiming at elucidating the mechanisms instructing the priming of T helper cell subtypes. The special emphasis is given to the recent high-throughput studies. In addition, by comparing the human and mouse studies we intend to point out the regulatory mechanisms and questions which are lacking examination with human primary cells.
